system	file_id	file_name	text	sound_quality	silence	pronunciation	worker_id
azure_achara	1004	sentence_4.wav	สามีหรือภริยาไม่ให้ความช่วยเหลืออุปการะเลี้ยงดูอีกฝ่ายหนึ่งตามสมควร	4	5	5	12
azure_achara	1004	sentence_4.wav	สามีหรือภริยาไม่ให้ความช่วยเหลืออุปการะเลี้ยงดูอีกฝ่ายหนึ่งตามสมควร	3	2	2	13
azure_achara	1004	sentence_4.wav	สามีหรือภริยาไม่ให้ความช่วยเหลืออุปการะเลี้ยงดูอีกฝ่ายหนึ่งตามสมควร	4	2	5	14
azure_achara	1004	sentence_4.wav	สามีหรือภริยาไม่ให้ความช่วยเหลืออุปการะเลี้ยงดูอีกฝ่ายหนึ่งตามสมควร	4	3	5	15
azure_achara	1004	sentence_4.wav	สามีหรือภริยาไม่ให้ความช่วยเหลืออุปการะเลี้ยงดูอีกฝ่ายหนึ่งตามสมควร	5	4	5	16
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	2	4	1
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	2	4	2
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	2	4	3
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	5	5	4
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	5	5	5
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	2	3	6
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	4	3	7
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	4	5	8
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	3	3	9
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	3	5	10
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	2	2	11
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	2	4	12
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	4	5	13
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	3	4	14
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	4	3	3	15
azure_achara	1005	sentence_5.wav	ทุกคนรอกระทืบ ถ้ารัฐอยากจัดการนี่ง่ายมาก	5	3	5	16
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	2	4	1
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	3	4	2
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	4	4	3
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	5	5	4
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	5	5	5
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	3	4	6
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	3	3	2	7
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	4	5	8
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	5	4	9
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	4	5	10
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	5	4	11
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	5	5	12
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	4	4	13
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	5	5	14
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	4	3	3	15
azure_achara	1006	sentence_6.wav	เราต้องโหวตวันอังคารหน้า	5	4	5	16
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	2	4	1
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	3	3	2
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	3	2	3	3
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	5	5	4
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	2	4	5
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	4	3	6
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	3	2	2	7
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	4	5	8
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	2	3	9
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	4	5	10
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	2	3	11
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	2	5	12
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	5	5	13
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	4	5	14
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	4	5	5	15
azure_achara	1007	sentence_7.wav	มาเร็ว อย่าทำตัวอืดอาด	5	5	5	16
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	3	3	1
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	4	3	2
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	3	4	3
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	5	5	4
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	4	4	5
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	2	2	6
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	3	3	7
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	4	4	8
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	4	4	9
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	4	5	10
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	3	3	3	11
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	5	5	12
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	3	2	2	13
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	5	3	14
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	4	3	3	15
azure_achara	1008	sentence_8.wav	ใช้ตัวช่วยในการทำโครงงานได้นะครับ	5	3	5	16
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	2	3	1
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	3	2	2
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	4	4	3
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	4	5	4
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	3	3	5
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	2	3	6
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	3	2	2	7
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	4	4	8
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	5	4	9
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	3	3	10
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	4	3	11
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	5	5	12
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	5	2	13
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	4	3	1	14
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	3	3	4	15
azure_achara	1009	sentence_9.wav	เดี๋ยวกูไปนั่งรอแถวนั้น เผื่อแวะร้านหนังสือด้วย	5	3	4	16
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	4	3	4	1
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	4	3	4	2
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	4	3	4	3
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	5	4
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	5	5
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	4	3	6
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	3	3	2	7
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	5	8
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	3	4	9
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	4	5	10
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	4	11
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	5	12
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	5	3	13
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	4	5	5	14
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	4	3	4	15
azure_achara	1010	sentence_10.wav	และเธอแขวนมันไว้บนตะปูในห้องครัว	5	4	5	16
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	3	4	1
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	3	4	2
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	4	4	3
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	5	5	4
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	5	5	5
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	3	5	6
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	4	5	7
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	4	5	8
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	5	5	9
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	4	4	10
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	5	5	11
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	5	5	12
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	3	4	13
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	5	5	14
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	4	3	5	15
azure_achara	1011	sentence_11.wav	ตำแหน่งหน้าที่	5	3	5	16
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	2	4	1
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	3	3	2
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	3	4	3
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	5	5	4
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	5	5	5
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	2	1	6
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	3	4	7
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	4	5	8
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	3	1	9
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	5	1	10
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	5	5	11
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	5	5	12
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	5	4	13
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	4	4	14
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	4	3	4	15
azure_achara	1012	sentence_12.wav	สิ้นชีพตักษัย	5	2	5	16
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	4	1
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	4	2
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	4	3
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	5	3	5	4
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	4	5
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	2	2	6
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	3	7
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	5	5	4	8
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	3	3	4	9
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	5	4	5	10
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	3	11
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	5	4	12
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	3	2	2	13
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	4	14
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	3	4	5	15
azure_achara	1013	sentence_13.wav	กรณีภัยแล้งเพื่อประเมินสถานการณ์น้ำประจำวัน	4	3	5	16
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	3	4	1
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	3	3	2
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	4	3	3
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	5	5	4
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	5	5	5
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	3	2	4	6
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	3	3	3	7
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	5	5	8
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	3	4	9
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	4	5	10
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	4	4	11
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	5	5	12
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	5	5	13
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	4	5	14
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	4	4	4	15
azure_achara	1014	sentence_14.wav	ผู้เช่าจะจ่ายค่าเช่าตรงเวลาเสมอ	5	4	5	16
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	2	4	1
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	4	4	2
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	3	3	2	3
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	5	5	5	4
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	4	4	5
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	2	2	6
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	3	3	7
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	5	4	5	8
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	5	4	4	9
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	5	4	4	10
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	4	3	11
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	4	3	12
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	3	2	3	13
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	3	5	14
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	4	3	3	15
azure_achara	1015	sentence_15.wav	แต่ยังทำให้คุณอ่อนไหวเกินไป	5	2	5	16
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	4	2	3	1
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	4	3	2	2
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	4	2	2	3
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	5	3	4	4
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	3	2	3	5
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	3	2	3	6
azure_achara	1016	sentence_16.wav	ต้มข่าไก่ ปะทะ ต้มยำกุ้ง	3	2	2	7
